
2024/05/24/21:04:22,31.996
2024/05/24/21:04:33,32.134
2024/05/24/21:04:44,31.950
2024/05/24/21:04:55,31.950
2024/05/24/21:05:06,31.766
2024/05/24/21:05:17,31.858
2024/05/24/21:05:28,32.134
2024/05/24/21:05:39,31.904
2024/05/24/21:05:50,31.996
2024/05/24/21:06:01,31.628
2024/05/24/21:06:12,32.88
2024/05/24/21:06:23,31.766
2024/05/24/21:06:34,31.904
2024/05/24/21:06:45,31.628
2024/05/24/21:06:56,31.812
2024/05/24/21:07:07,31.950
2024/05/24/21:07:18,31.950
2024/05/24/21:07:29,31.950
2024/05/24/21:07:40,31.766
2024/05/24/21:07:51,31.950
2024/05/24/21:08:02,31.858
2024/05/24/21:08:13,31.582
2024/05/24/21:08:24,31.766
2024/05/24/21:08:35,32.42
2024/05/24/21:08:46,31.858
2024/05/24/21:08:57,31.812
2024/05/24/21:09:08,32.42
2024/05/24/21:09:19,31.766
2024/05/24/21:09:30,31.766
2024/05/24/21:09:41,31.720
2024/05/24/21:09:52,31.858
2024/05/24/21:10:03,31.904
2024/05/24/21:10:14,31.812
2024/05/24/21:10:25,31.490
2024/05/24/21:10:36,31.904
2024/05/24/21:10:47,31.858
2024/05/24/21:10:58,31.858
2024/05/24/21:11:09,31.904
2024/05/24/21:11:20,31.996
2024/05/24/21:11:31,31.352
2024/05/24/21:11:42,31.720
2024/05/24/21:11:53,31.490
2024/05/24/21:12:04,31.950
2024/05/24/21:12:15,31.996
2024/05/24/21:12:26,31.766
2024/05/24/21:12:37,31.904
2024/05/24/21:12:48,31.674
2024/05/24/21:12:59,31.490
2024/05/24/21:13:10,31.812
2024/05/24/21:13:21,31.766
2024/05/24/21:13:32,31.536
2024/05/24/21:13:43,32.134
2024/05/24/21:13:54,31.720
2024/05/24/21:14:05,31.858
2024/05/24/21:14:16,31.950
2024/05/24/21:14:27,31.950
2024/05/24/21:14:38,31.904
2024/05/24/21:14:49,32.134
2024/05/24/21:15:00,31.996
2024/05/24/21:15:11,31.858
2024/05/24/21:15:22,31.996
2024/05/24/21:15:33,31.858
2024/05/24/21:15:44,31.720
2024/05/24/21:15:55,31.720
2024/05/24/21:16:06,32.272
2024/05/24/21:16:17,32.42
2024/05/24/21:16:28,31.674
2024/05/24/21:16:39,31.812
2024/05/24/21:16:50,31.904
2024/05/24/21:17:01,31.950
2024/05/24/21:17:12,31.996
2024/05/24/21:17:23,31.858
2024/05/24/21:17:34,32.88
2024/05/24/21:17:45,31.996
2024/05/24/21:17:56,31.812
2024/05/24/21:18:07,31.858
2024/05/24/21:18:18,31.674
2024/05/24/21:18:29,31.996
2024/05/24/21:18:40,31.812
2024/05/24/21:18:51,31.674
2024/05/24/21:19:02,32.42
2024/05/24/21:19:13,31.996
2024/05/24/21:19:24,31.398
2024/05/24/21:19:35,32.42
2024/05/24/21:19:46,31.904
2024/05/24/21:19:57,32.88
2024/05/24/21:20:08,31.904
2024/05/24/21:20:19,32.134
2024/05/24/21:20:30,31.674
2024/05/24/21:20:41,32.88
2024/05/24/21:20:52,31.674
2024/05/24/21:21:03,31.950
2024/05/24/21:21:14,31.766
2024/05/24/21:21:25,31.996
2024/05/24/21:21:36,31.950
2024/05/24/21:21:47,31.950
2024/05/24/21:21:58,31.858
2024/05/24/21:22:09,32.88
2024/05/24/21:22:20,31.582
2024/05/24/21:22:31,31.444
2024/05/24/21:22:42,32.42
2024/05/24/21:22:53,32.88
2024/05/24/21:23:04,32.42
2024/05/24/21:23:15,31.812
2024/05/24/21:23:26,31.996
2024/05/24/21:23:37,31.904
2024/05/24/21:23:48,31.996
2024/05/24/21:23:59,31.858
2024/05/24/21:24:10,31.674
2024/05/24/21:24:21,31.812
2024/05/24/21:24:32,31.766
2024/05/24/21:24:43,32.180
2024/05/24/21:24:54,31.950
2024/05/24/21:25:05,32.42
2024/05/24/21:25:16,31.628
2024/05/24/21:25:27,31.996
2024/05/24/21:25:38,31.950
2024/05/24/21:25:49,31.582
2024/05/24/21:26:00,31.766
2024/05/24/21:26:11,31.720
2024/05/24/21:26:22,32.42
2024/05/24/21:26:33,31.858
2024/05/24/21:26:44,32.134
2024/05/24/21:26:55,31.996
2024/05/24/21:27:06,31.858
2024/05/24/21:27:17,31.904
2024/05/24/21:27:28,31.812
2024/05/24/21:27:39,31.858
2024/05/24/21:27:50,31.766
2024/05/24/21:28:01,31.996
2024/05/24/21:28:12,31.766
2024/05/24/21:28:23,32.134
2024/05/24/21:28:34,31.904
2024/05/24/21:28:45,32.42
2024/05/24/21:28:56,31.582
2024/05/24/21:29:07,31.858
2024/05/24/21:29:18,31.858
2024/05/24/21:29:29,32.88
2024/05/24/21:29:40,32.42
2024/05/24/21:29:51,32.88
2024/05/24/21:30:02,31.720
2024/05/24/21:30:13,31.628
2024/05/24/21:30:24,31.812
2024/05/24/21:30:35,32.42
2024/05/24/21:30:46,31.950
2024/05/24/21:30:57,31.858
2024/05/24/21:31:08,31.904
2024/05/24/21:31:19,31.950
2024/05/24/21:31:30,31.904
2024/05/24/21:31:41,31.766
2024/05/24/21:31:52,31.674
2024/05/24/21:32:03,31.812
2024/05/24/21:32:14,32.134
2024/05/24/21:32:25,32.88
2024/05/24/21:32:36,31.766
2024/05/24/21:32:47,31.858
2024/05/24/21:32:58,31.904
2024/05/24/21:33:09,32.226
2024/05/24/21:33:20,31.904
2024/05/24/21:33:31,31.720
2024/05/24/21:33:42,32.134
2024/05/24/21:33:53,31.858
2024/05/24/21:34:04,31.766
2024/05/24/21:34:15,31.720
2024/05/24/21:34:26,31.858
2024/05/24/21:34:37,31.950
2024/05/24/21:34:48,31.996
2024/05/24/21:34:59,31.812
2024/05/24/21:35:10,31.904
2024/05/24/21:35:21,31.720
2024/05/24/21:35:32,31.674
2024/05/24/21:35:43,31.858
2024/05/24/21:35:54,31.858
2024/05/24/21:36:05,31.904
2024/05/24/21:36:16,31.858
2024/05/24/21:36:27,32.134
2024/05/24/21:36:38,31.812
2024/05/24/21:36:49,31.904
2024/05/24/21:37:00,31.766
2024/05/24/21:37:11,31.904
2024/05/24/21:37:22,31.858
2024/05/24/21:37:33,31.996
2024/05/24/21:37:44,31.904
2024/05/24/21:37:55,31.628
2024/05/24/21:38:06,31.950
2024/05/24/21:38:17,31.674
2024/05/24/21:38:28,31.812
2024/05/24/21:38:39,31.674
2024/05/24/21:38:50,31.950
2024/05/24/21:39:01,31.904
2024/05/24/21:39:12,31.766
2024/05/24/21:39:23,31.766
2024/05/24/21:39:34,32.42
2024/05/24/21:39:45,31.812
2024/05/24/21:39:56,31.720
2024/05/24/21:40:07,31.766
2024/05/24/21:40:18,31.950
2024/05/24/21:40:29,31.812
2024/05/24/21:40:40,31.812
2024/05/24/21:40:51,31.766
2024/05/24/21:41:02,31.766
2024/05/24/21:41:13,32.88
2024/05/24/21:41:24,31.996
2024/05/24/21:41:35,31.628
2024/05/24/21:41:46,31.996
2024/05/24/21:41:57,31.720
2024/05/24/21:42:08,31.720
2024/05/24/21:42:19,31.950
2024/05/24/21:42:30,31.812
2024/05/24/21:42:41,32.88
2024/05/24/21:42:52,31.858
2024/05/24/21:43:03,32.134
2024/05/24/21:43:14,31.858
2024/05/24/21:43:25,32.134
2024/05/24/21:43:36,31.674
2024/05/24/21:43:47,31.766
2024/05/24/21:43:58,31.904
2024/05/24/21:44:09,31.812
2024/05/24/21:44:20,31.858
2024/05/24/21:44:31,31.766
2024/05/24/21:44:42,31.766
2024/05/24/21:44:53,31.812
2024/05/24/21:45:04,31.996
2024/05/24/21:45:15,31.950
2024/05/24/21:45:26,31.858
2024/05/24/21:45:37,31.950
2024/05/24/21:45:48,32.42
2024/05/24/21:45:59,31.950
2024/05/24/21:46:10,31.766
2024/05/24/21:46:21,31.950
2024/05/24/21:46:32,31.858
2024/05/24/21:46:43,31.996
2024/05/24/21:46:54,31.674
2024/05/24/21:47:05,31.950
2024/05/24/21:47:16,31.996
2024/05/24/21:47:27,31.904
2024/05/24/21:47:38,31.674
2024/05/24/21:47:49,31.858
2024/05/24/21:48:00,31.536
2024/05/24/21:48:11,31.904
2024/05/24/21:48:22,31.950
2024/05/24/21:48:33,31.674
2024/05/24/21:48:44,32.42
2024/05/24/21:48:55,31.812
2024/05/24/21:49:06,31.812
2024/05/24/21:49:17,31.858
2024/05/24/21:49:28,31.720
2024/05/24/21:49:39,31.766
2024/05/24/21:49:50,32.134
2024/05/24/21:50:01,31.904
2024/05/24/21:50:12,32.226
2024/05/24/21:50:23,31.950
2024/05/24/21:50:34,32.134
2024/05/24/21:50:45,32.42
2024/05/24/21:50:56,32.88
2024/05/24/21:51:07,32.88
2024/05/24/21:51:18,31.766
2024/05/24/21:51:29,31.904
2024/05/24/21:51:40,32.134
2024/05/24/21:51:51,31.812
2024/05/24/21:52:02,31.812
2024/05/24/21:52:13,31.950
2024/05/24/21:52:24,31.950
2024/05/24/21:52:35,31.950
2024/05/24/21:52:46,31.766
2024/05/24/21:52:57,31.674
2024/05/24/21:53:08,32.180
2024/05/24/21:53:19,32.42
2024/05/24/21:53:30,32.42
2024/05/24/21:53:41,31.720
2024/05/24/21:53:52,31.628
2024/05/24/21:54:03,32.88
2024/05/24/21:54:14,31.950
2024/05/24/21:54:25,31.628
2024/05/24/21:54:36,31.904
2024/05/24/21:54:47,31.766
2024/05/24/21:54:58,31.950
2024/05/24/21:55:09,31.950
2024/05/24/21:55:20,31.904
2024/05/24/21:55:31,31.950
2024/05/24/21:55:42,31.950
2024/05/24/21:55:53,32.42
2024/05/24/21:56:04,31.950
2024/05/24/21:56:15,31.904
2024/05/24/21:56:26,31.628
2024/05/24/21:56:37,31.858
2024/05/24/21:56:48,31.996
2024/05/24/21:56:59,31.904
2024/05/24/21:57:10,31.996
2024/05/24/21:57:21,31.766
2024/05/24/21:57:32,31.628
2024/05/24/21:57:43,31.858
2024/05/24/21:57:54,31.858
2024/05/24/21:58:05,32.42
2024/05/24/21:58:16,31.766
2024/05/24/21:58:27,32.134
2024/05/24/21:58:38,31.582
2024/05/24/21:58:49,32.134
2024/05/24/21:59:00,32.88
2024/05/24/21:59:11,31.858
2024/05/24/21:59:22,31.812
2024/05/24/21:59:33,31.950
2024/05/24/21:59:44,31.950
2024/05/24/21:59:55,32.42
2024/05/24/22:00:06,31.490
2024/05/24/22:00:17,32.42
2024/05/24/22:00:28,31.996
2024/05/24/22:00:39,31.858
2024/05/24/22:00:50,31.720
2024/05/24/22:01:01,31.996
2024/05/24/22:01:12,31.950
2024/05/24/22:01:23,32.134
2024/05/24/22:01:34,32.272
2024/05/24/22:01:45,31.628
2024/05/24/22:01:56,31.812
2024/05/24/22:02:07,32.42
2024/05/24/22:02:18,31.812
2024/05/24/22:02:29,32.134
2024/05/24/22:02:40,31.950
2024/05/24/22:02:51,31.628
2024/05/24/22:03:02,31.628
2024/05/24/22:03:13,32.42
2024/05/24/22:03:24,31.582
2024/05/24/22:03:35,32.134
2024/05/24/22:03:46,31.766
2024/05/24/22:03:57,32.42
2024/05/24/22:04:08,32.88
2024/05/24/22:04:19,31.858
2024/05/24/22:04:30,31.812
2024/05/24/22:04:41,32.42
2024/05/24/22:04:52,31.904
2024/05/24/22:05:03,32.42
2024/05/24/22:05:14,32.134
2024/05/24/22:05:25,32.226
2024/05/24/22:05:36,31.996
2024/05/24/22:05:47,32.88
2024/05/24/22:05:58,31.628
2024/05/24/22:06:09,31.536
2024/05/24/22:06:20,31.812
2024/05/24/22:06:31,31.858
2024/05/24/22:06:42,31.858
2024/05/24/22:06:53,31.720
2024/05/24/22:07:04,32.180
2024/05/24/22:07:15,31.904
2024/05/24/22:07:26,31.996
2024/05/24/22:07:37,31.858
2024/05/24/22:07:48,32.318
2024/05/24/22:07:59,31.766
2024/05/24/22:08:10,31.904
2024/05/24/22:08:21,31.674
2024/05/24/22:08:32,31.858
2024/05/24/22:08:43,31.996
2024/05/24/22:08:54,32.134
2024/05/24/22:09:05,31.996
2024/05/24/22:09:16,31.996
2024/05/24/22:09:27,31.904
2024/05/24/22:09:38,31.766
2024/05/24/22:09:49,32.134
2024/05/24/22:10:00,31.904
2024/05/24/22:10:11,31.996
2024/05/24/22:10:22,31.628
2024/05/24/22:10:33,31.766
2024/05/24/22:10:44,31.858
2024/05/24/22:10:55,32.134
2024/05/24/22:11:06,31.812
2024/05/24/22:11:17,32.42
2024/05/24/22:11:28,31.858
2024/05/24/22:11:39,31.674
2024/05/24/22:11:50,32.42
2024/05/24/22:12:01,31.996
2024/05/24/22:12:12,32.272
2024/05/24/22:12:23,31.996
2024/05/24/22:12:34,31.858
2024/05/24/22:12:45,31.812
2024/05/24/22:12:56,31.674
2024/05/24/22:13:07,31.720
2024/05/24/22:13:18,31.858
2024/05/24/22:13:29,31.950
2024/05/24/22:13:40,31.766
2024/05/24/22:13:51,31.950
2024/05/24/22:14:02,31.766
2024/05/24/22:14:13,32.88
2024/05/24/22:14:24,31.996
2024/05/24/22:14:35,31.720
2024/05/24/22:14:46,31.950
2024/05/24/22:14:57,31.766
2024/05/24/22:15:08,31.950
2024/05/24/22:15:19,32.272
2024/05/24/22:15:30,31.766
2024/05/24/22:15:41,31.766
2024/05/24/22:15:52,31.858
2024/05/24/22:16:03,31.674
2024/05/24/22:16:14,32.410
2024/05/24/22:16:25,31.858
2024/05/24/22:16:36,31.904
2024/05/24/22:16:47,31.628
2024/05/24/22:16:58,31.720
2024/05/24/22:17:09,32.42
2024/05/24/22:17:20,32.42
2024/05/24/22:17:31,31.858
2024/05/24/22:17:42,32.318
2024/05/24/22:17:53,32.42
2024/05/24/22:18:04,32.180
2024/05/24/22:18:15,31.812
2024/05/24/22:18:26,32.42
2024/05/24/22:18:37,31.904
2024/05/24/22:18:48,31.812
2024/05/24/22:18:59,31.996
2024/05/24/22:19:10,31.904
2024/05/24/22:19:21,31.996
2024/05/24/22:19:32,31.858
2024/05/24/22:19:43,32.134
2024/05/24/22:19:54,32.180
2024/05/24/22:20:05,31.766
2024/05/24/22:20:16,31.812
2024/05/24/22:20:27,31.766
2024/05/24/22:20:38,31.904
2024/05/24/22:20:49,31.858
2024/05/24/22:21:00,32.42
2024/05/24/22:21:11,31.628
2024/05/24/22:21:22,31.720
2024/05/24/22:21:33,31.674
2024/05/24/22:21:44,32.134
2024/05/24/22:21:55,31.490
2024/05/24/22:22:06,31.582
2024/05/24/22:22:17,31.628
2024/05/24/22:22:28,32.272
2024/05/24/22:22:39,31.858
2024/05/24/22:22:50,31.904
2024/05/24/22:23:01,31.812
2024/05/24/22:23:12,31.444
2024/05/24/22:23:23,32.134
2024/05/24/22:23:34,31.996
2024/05/24/22:23:45,31.766
2024/05/24/22:23:56,31.858
2024/05/24/22:24:07,32.134
2024/05/24/22:24:18,31.674
2024/05/24/22:24:29,31.858
2024/05/24/22:24:40,31.858
2024/05/24/22:24:51,31.858
2024/05/24/22:25:02,32.42
2024/05/24/22:25:13,31.812
2024/05/24/22:25:24,32.88
2024/05/24/22:25:35,31.950
2024/05/24/22:25:46,31.812
2024/05/24/22:25:57,31.996
2024/05/24/22:26:08,32.88
2024/05/24/22:26:19,31.904
2024/05/24/22:26:30,31.858
2024/05/24/22:26:41,32.42
2024/05/24/22:26:52,31.996
2024/05/24/22:27:03,32.88
2024/05/24/22:27:14,31.858
2024/05/24/22:27:25,31.720
2024/05/24/22:27:36,32.42
2024/05/24/22:27:47,31.904
2024/05/24/22:27:58,31.904
2024/05/24/22:28:09,32.42
2024/05/24/22:28:20,31.858
2024/05/24/22:28:31,32.180
2024/05/24/22:28:42,31.812
2024/05/24/22:28:53,31.858
2024/05/24/22:29:04,31.720
2024/05/24/22:29:15,32.88
2024/05/24/22:29:26,31.766
2024/05/24/22:29:37,32.180
2024/05/24/22:29:48,31.996
2024/05/24/22:29:59,32.42
2024/05/24/22:30:10,31.904
2024/05/24/22:30:21,31.904
2024/05/24/22:30:32,32.226
2024/05/24/22:30:43,31.904
2024/05/24/22:30:54,31.674
2024/05/24/22:31:05,31.858
2024/05/24/22:31:16,31.996
2024/05/24/22:31:27,31.904
2024/05/24/22:31:38,31.950
2024/05/24/22:31:49,31.996
2024/05/24/22:32:00,31.950
2024/05/24/22:32:11,32.88
2024/05/24/22:32:22,31.904
2024/05/24/22:32:33,31.950
2024/05/24/22:32:44,32.226
2024/05/24/22:32:55,32.88
2024/05/24/22:33:06,31.720
2024/05/24/22:33:17,31.720
2024/05/24/22:33:28,31.950
2024/05/24/22:33:39,31.904
2024/05/24/22:33:50,32.134
2024/05/24/22:34:01,32.134
2024/05/24/22:34:12,31.950
2024/05/24/22:34:23,31.996
2024/05/24/22:34:34,31.812
2024/05/24/22:34:45,32.226
2024/05/24/22:34:56,31.996
2024/05/24/22:35:07,32.42
2024/05/24/22:35:18,31.628
2024/05/24/22:35:29,31.766
2024/05/24/22:35:40,32.88
2024/05/24/22:35:51,31.950
2024/05/24/22:36:02,31.950
2024/05/24/22:36:13,32.42
2024/05/24/22:36:24,31.950
2024/05/24/22:36:35,32.42
2024/05/24/22:36:46,31.720
2024/05/24/22:36:57,31.628
2024/05/24/22:37:08,31.950
2024/05/24/22:37:19,31.904
2024/05/24/22:37:30,32.134
2024/05/24/22:37:41,32.318
2024/05/24/22:37:52,32.88
2024/05/24/22:38:03,31.904
2024/05/24/22:38:14,31.858
2024/05/24/22:38:25,32.134
2024/05/24/22:38:36,32.88
2024/05/24/22:38:47,31.904
2024/05/24/22:38:58,32.272
2024/05/24/22:39:09,31.950
2024/05/24/22:39:20,31.720
2024/05/24/22:39:31,31.904
2024/05/24/22:39:42,32.134
2024/05/24/22:39:53,32.134
2024/05/24/22:40:04,32.42
